00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
00000000191VINICIUS ALVES FONSECA        SPSAO PAULO                     3901555501011999
