1115555555VINICIUS ALVES FONSECA        1000090008000700
2225555555VINICIUS ALVES FONSECA        1000090008000700
1116666666VINICIUS ALVES FONSECA        1000030001000100
1117777777VINICIUS ALVES FONSECA        1000090008000700
1112222222VINICIUS ALVES FONSECA        1000030001000100
2223333333VINICIUS ALVES FONSECA        1000090008000700
1118888888VINICIUS ALVES FONSECA        1000030001000100
2221111111VINICIUS ALVES FONSECA        1000090008000700
3331111111VINICIUS ALVES FONSECA        1000030001000100
1113333333VINICIUS ALVES FONSECA        1000090008000700
1119999999VINICIUS ALVES FONSECA        1000030001000100
2226666667VINICIUS ALVES FONSECA        1000030001000100
2228888888VINICIUS ALVES FONSECA        1000030001000100
2228888889VINICIUS ALVES FONSECA        1000030001000100
2229999999VINICIUS ALVES FONSECA        1000030001000100
3339999999VINICIUS ALVES FONSECA        1000090008000700
3332222222VINICIUS ALVES FONSECA        1000090008000700
1115555555VINICIUS ALVES FONSECA        1000090008000700
2225555555VINICIUS ALVES FONSECA        1000090008000700
1116666666VINICIUS ALVES FONSECA        1000030001000100
1117777777VINICIUS ALVES FONSECA        1000090008000700
1112222222VINICIUS ALVES FONSECA        1000030001000100
2223333333VINICIUS ALVES FONSECA        1000090008000700
1118888888VINICIUS ALVES FONSECA        1000030001000100
2221111111VINICIUS ALVES FONSECA        1000090008000700
3331111111VINICIUS ALVES FONSECA        1000030001000100
1113333333VINICIUS ALVES FONSECA        1000090008000700
1119999999VINICIUS ALVES FONSECA        1000030001000100
2226666667VINICIUS ALVES FONSECA        1000030001000100
2228888888VINICIUS ALVES FONSECA        1000030001000100
2228888889VINICIUS ALVES FONSECA        1000030001000100
2229999999VINICIUS ALVES FONSECA        1000030001000100
3339999999VINICIUS ALVES FONSECA        1000090008000700
3332222222VINICIUS ALVES FONSECA        1000090008000700
1115555555VINICIUS ALVES FONSECA        1000090008000700
2225555555VINICIUS ALVES FONSECA        1000090008000700
1116666666VINICIUS ALVES FONSECA        1000030001000100
1117777777VINICIUS ALVES FONSECA        1000090008000700
1112222222VINICIUS ALVES FONSECA        1000030001000100
2223333333VINICIUS ALVES FONSECA        1000090008000700
1118888888VINICIUS ALVES FONSECA        1000030001000100
2221111111VINICIUS ALVES FONSECA        1000090008000700
3331111111VINICIUS ALVES FONSECA        1000030001000100
1113333333VINICIUS ALVES FONSECA        1000090008000700
1119999999VINICIUS ALVES FONSECA        1000030001000100
2226666667VINICIUS ALVES FONSECA        1000030001000100
2228888888VINICIUS ALVES FONSECA        1000030001000100
2228888889VINICIUS ALVES FONSECA        1000030001000100
2229999999VINICIUS ALVES FONSECA        1000030001000100
3339999999VINICIUS ALVES FONSECA        1000090008000700
3332222222VINICIUS ALVES FONSECA        1000090008000700
1115555555VINICIUS ALVES FONSECA        1000090008000700
2225555555VINICIUS ALVES FONSECA        1000090008000700
1116666666VINICIUS ALVES FONSECA        1000030001000100
1117777777VINICIUS ALVES FONSECA        1000090008000700
1112222222VINICIUS ALVES FONSECA        1000030001000100
2223333333VINICIUS ALVES FONSECA        1000090008000700
1118888888VINICIUS ALVES FONSECA        1000030001000100
2221111111VINICIUS ALVES FONSECA        1000090008000700
3331111111VINICIUS ALVES FONSECA        1000030001000100
1113333333VINICIUS ALVES FONSECA        1000090008000700
1119999999VINICIUS ALVES FONSECA        1000030001000100
2226666667VINICIUS ALVES FONSECA        1000030001000100
2228888888VINICIUS ALVES FONSECA        1000030001000100
2228888889VINICIUS ALVES FONSECA        1000030001000100
2229999999VINICIUS ALVES FONSECA        1000030001000100
3339999999VINICIUS ALVES FONSECA        1000090008000700
3332222222VINICIUS ALVES FONSECA        1000090008000700
1115555555VINICIUS ALVES FONSECA        1000090008000700
2225555555VINICIUS ALVES FONSECA        1000090008000700
1116666666VINICIUS ALVES FONSECA        1000030001000100
1112222222VINICIUS ALVES FONSECA        1000030001000100
2223333333VINICIUS ALVES FONSECA        1000090008000700
1118888888VINICIUS ALVES FONSECA        1000030001000100
2221111111VINICIUS ALVES FONSECA        1000090008000700
3331111111VINICIUS ALVES FONSECA        1000030001000100
1113333333VINICIUS ALVES FONSECA        1000090008000700
1119999999VINICIUS ALVES FONSECA        1000030001000100
2226666667VINICIUS ALVES FONSECA        1000030001000100
2228888888VINICIUS ALVES FONSECA        1000030001000100
2228888889VINICIUS ALVES FONSECA        1000030001000100
2229999999VINICIUS ALVES FONSECA        1000030001000100
3339999999VINICIUS ALVES FONSECA        1000090008000700
3332222222VINICIUS ALVES FONSECA        1000090008000700
1117777777VINICIUS ALVES FONSECA        1000090008000700
1112222222VINICIUS ALVES FONSECA        1000030001000100
2223333333VINICIUS ALVES FONSECA        1000090008000700
1118888888VINICIUS ALVES FONSECA        1000030001000100
2221111111VINICIUS ALVES FONSECA        1000090008000700
3331111111VINICIUS ALVES FONSECA        1000030001000100
1113333333VINICIUS ALVES FONSECA        1000090008000700
1119999999VINICIUS ALVES FONSECA        1000030001000100
2226666667VINICIUS ALVES FONSECA        1000030001000100
2228888888VINICIUS ALVES FONSECA        1000030001000100
2228888889VINICIUS ALVES FONSECA        1000030001000100
2229999999VINICIUS ALVES FONSECA        1000030001000100
3339999999VINICIUS ALVES FONSECA        1000090008000700
3332222222VINICIUS ALVES FONSECA        1000090008000700
